Anatomy OBO ID	Anatomy Name	Anatomy Synonym	
ZFA:0009333	memory B cell	memory B-lymphocyte
ZFA:0009333	memory B cell	memory B lymphocyte
ZFA:0009333	memory B cell	memory B-cell
ZFA:0009342	memory T cell	memory T-cell
ZFA:0009342	memory T cell	memory T-lymphocyte
ZFA:0009342	memory T cell	memory T lymphocyte
ZFA:0009146	Merkel cell	Merkel cells
ZFA:0009283	mesangial cell	mesangial cells
ZFA:0001068	mesencephalic artery	MsA
ZFA:0000312	mesencephalic nucleus of trigeminal nerve	mesencephalic nuclei of trigeminal nerves
ZFA:0005092	mesencephalic vein	MsV
ZFA:0009081	mesenchymal cell	mesenchymal cells
ZFA:0009166	mesenchyme condensation cell	mesenchyme condensation cells
ZFA:0001000	mesenchyme pectoral fin	mesenchyme pectoral fins
ZFA:0001449	mesenchyme pelvic fin	mesenchyme pelvic fins
ZFA:0000323	mesethmoid bone	ethmoid bone
ZFA:0000239	mesocoracoid bone	mesocoracoid bones
ZFA:0001537	mesocoracoid cartilage	mesocorocoid cartilages
ZFA:0009138	mesodermal cell	mesoblast
ZFA:0009138	mesodermal cell	mesoderm cell
ZFA:0000789	mesoderm pectoral fin bud	mesoderm pectoral fin buds
ZFA:0001386	mesoderm pelvic fin bud	mesoderm pelvic fin buds
ZFA:0009388	meso-epithelial cell	epithelial mesenchymal cell
ZFA:0000546	mesonephric duct	Wolffian duct
ZFA:0000546	mesonephric duct	renal duct
ZFA:0005592	mesonephric nephron	stage IV nephron
ZFA:0009040	mesothelial cell	mesothelial cells
ZFA:0009161	metanephric mesenchyme stem cell	metanephric mesenchyme stem cells
ZFA:0000240	metapterygoid	metapterygoids
ZFA:0005084	metencephalic artery	metencephalic arteries
ZFA:0005251	microcirculatory vessel	vasculature
ZFA:0009077	microglial cell	microglia
ZFA:0005239	micropylar cell	plug cell
ZFA:0009359	microvillous olfactory receptor neuron	microvillous sensory neuron
ZFA:0009359	microvillous olfactory receptor neuron	microvillous olfactory sensory neuron
ZFA:0005184	MiD2cl	middle dorsal 2 contralateral llf interneuron
ZFA:0005185	MiD2cm	middle dorsal 2 contralateral mlf interneuron
ZFA:0005183	MiD2i	middle dorsal 2 ipsilateral interneuron
ZFA:0005195	MiD3cl	middle dorsal 3 contralateral llf interneuron
ZFA:0005196	MiD3cm	middle dorsal 3 contralateral mlf interneuron
ZFA:0005197	MiD3i	middle dorsal 3 ipsilateral interneuron
ZFA:0000128	midbrain	mesencephalon
ZFA:0000042	midbrain hindbrain boundary	midbrain-hindbrain boundary
ZFA:0000042	midbrain hindbrain boundary	isthmus
ZFA:0000042	midbrain hindbrain boundary	mhb
ZFA:0007125	midbrain hindbrain boundary constriction	MHBC
ZFA:0007045	midbrain hindbrain boundary neural keel	midbrain-hindbrain boundary neural keel
ZFA:0007044	midbrain hindbrain boundary neural plate	midbrain-hindbrain boundary neural plate
ZFA:0007046	midbrain hindbrain boundary neural rod	midbrain-hindbrain boundary neural rod
ZFA:0007047	midbrain hindbrain boundary neural tube	midbrain-hindbrain boundary neural tube
ZFA:0005010	mid cerebral vein	mid-cerebral vein
ZFA:0005010	mid cerebral vein	MeCV
ZFA:0005010	mid cerebral vein	middle cerebral vein
ZFA:0005010	mid cerebral vein	MCeV
ZFA:0005757	mid diencephalic organizer	MDO
ZFA:0005757	mid diencephalic organizer	mid-diencephalic organizer
ZFA:0000344	middle lateral line	middle lateral lines
ZFA:0001483	middle lateral line ganglion	middle lateral line ganglia
ZFA:0001482	middle lateral line nerve	middle lateral line nerves
ZFA:0000939	middle lateral line neuromast	neuromasts middle
ZFA:0000939	middle lateral line neuromast	neuromast middle
ZFA:0005121	middle lateral line placode	middle lateral line placodes
ZFA:0005118	middle lateral line primordium	middle lateral line primordia
ZFA:0005078	middle mesencephalic central artery	MMCtA
ZFA:0005924	middle migratory muscle precursor stream	middle migratory muscle precursor stream
ZFA:0007091	migratory cranial neural crest cell	migratory cranial neural crest cells
ZFA:0005921	migratory muscle precursor	migratory mesenchymal precursor
ZFA:0005921	migratory muscle precursor	MMP
ZFA:0007086	migratory neural crest cell	migratory neural crest cells
ZFA:0001373	migratory slow muscle precursor cell	migratory slow muscle precursor cells
ZFA:0007095	migratory trunk neural crest cell	migratory trunk neural crest cells
ZFA:0005187	MiM1	middle medial interneuron
ZFA:0005179	MiP motor neuron	middle primary motoneuron
ZFA:0005188	MiR1	middle rostral 1 interneuron
ZFA:0005189	MiR2	middle rostral 2 interneuron
ZFA:0005190	MiV1	middle ventral 1 neuron
ZFA:0005191	MiV2	middle ventral 2 neuron
ZFA:0009017	monoblast	colony forming unit macrophage
ZFA:0009017	monoblast	monocyte stem cell
ZFA:0009017	monoblast	CFU-M
ZFA:0009265	monocyte	monocytes
ZFA:0009357	mononuclear cell	mononuclear cells
ZFA:0009330	mononuclear odontoclast	mononuclear odontoclasts
ZFA:0009329	mononuclear osteoclast	mononuclear osteoclasts
ZFA:0009064	mononuclear phagocyte	mononuclear phagocytes
ZFA:0001710	mossy fiber	mossy fibers
ZFA:0009136	motile cell	motile cells
ZFA:0009052	motor neuron	motoneuron
ZFA:0000387	motor nucleus of vagal nerve	motor nucleus of X
ZFA:0000387	motor nucleus of vagal nerve	motor nucleus X
ZFA:0000387	motor nucleus of vagal nerve	vagal lobe
ZFA:0000387	motor nucleus of vagal nerve	nucleus motorius of nervi vagi
ZFA:0000387	motor nucleus of vagal nerve	nX
ZFA:0009159	mucus secreting cell	mucous cell
ZFA:0009280	Muller cell	Mueller cell
ZFA:0009280	Muller cell	Muller cells
ZFA:0005242	multi-ciliated epithelial cell	multiciliated epithelial cell
ZFA:0009020	multi fate stem cell	multipotent stem cell
ZFA:0009056	multipolar neuron	multipolar neurons
ZFA:0001488	multi-tissue structure	multi-tissue structures
ZFA:0005145	muscle	muscles
ZFA:0009114	muscle cell	myocyte
ZFA:0009114	muscle cell	myofiber
ZFA:0001086	muscle pioneer	muscle pioneers
ZFA:0001086	muscle pioneer	non migratory adaxial cells
ZFA:0000043	muscle pioneer somite 1	muscle pioneers somite 1
ZFA:0000790	muscle pioneer somite 10	muscle pioneers somite 10
ZFA:0000915	muscle pioneer somite 11	muscle pioneers somite 11
ZFA:0001003	muscle pioneer somite 12	muscle pioneers somite 12
ZFA:0000791	muscle pioneer somite 13	muscle pioneers somite 13
ZFA:0000916	muscle pioneer somite 14	muscle pioneers somite 14
ZFA:0001004	muscle pioneer somite 15	muscle pioneers somite 15
ZFA:0000792	muscle pioneer somite 16	muscle pioneers somite 16
ZFA:0000917	muscle pioneer somite 17	muscle pioneers somite 17
ZFA:0001005	muscle pioneer somite 18	muscle pioneers somite 18
ZFA:0000793	muscle pioneer somite 19	muscle pioneers somite 19
ZFA:0000395	muscle pioneer somite 2	muscle pioneers somite 2
ZFA:0000918	muscle pioneer somite 20	muscle pioneers somite 20
ZFA:0001006	muscle pioneer somite 21	muscle pioneers somite 21
ZFA:0000794	muscle pioneer somite 22	muscle pioneers somite 22
ZFA:0000919	muscle pioneer somite 23	muscle pioneers somite 23
ZFA:0001007	muscle pioneer somite 24	muscle pioneers somite 24
ZFA:0000796	muscle pioneer somite 25	muscle pioneers somite 25
ZFA:0000920	muscle pioneer somite 26	muscle pioneers somite 26
ZFA:0001008	muscle pioneer somite 27	muscle pioneers somite 27
ZFA:0000797	muscle pioneer somite 28	muscle pioneers somite 28
ZFA:0000921	muscle pioneer somite 29	muscle pioneers somite 29
ZFA:0001009	muscle pioneer somite 3	muscle pioneers somite 3
ZFA:0000798	muscle pioneer somite 30	muscle pioneers somite 30
ZFA:0000922	muscle pioneer somite 4	muscle pioneers somite 4
ZFA:0001010	muscle pioneer somite 5	muscle pioneers somite 5
ZFA:0000799	muscle pioneer somite 6	muscle pioneers somite 6
ZFA:0000923	muscle pioneer somite 7	muscle pioneers somite 7
ZFA:0001011	muscle pioneer somite 8	muscle pioneers somite 8
ZFA:0000800	muscle pioneer somite 9	muscle pioneers somite 9
ZFA:0009291	muscle precursor cell	muscle precursor cells
ZFA:0009179	muscle stem cell	muscle stem cells
ZFA:0009163	myelin accumulating cell	myelin accumulating cells
ZFA:0009135	myelinating Schwann cell	Schwann cells
ZFA:0009353	myeloblast	myeloblasts
ZFA:0009324	myeloid cell	myeloid cells
ZFA:0009326	myeloid leukocyte	myeloid leukocytes
ZFA:0009356	myeloid lineage restricted progenitor cell	myeloid progenitor cell
ZFA:0009356	myeloid lineage restricted progenitor cell	myeloid progenitor cells
ZFA:0009025	myoblast	myoblasts
ZFA:0001319	myocardium	cardiac muscle
ZFA:0001319	myocardium	heart muscle
ZFA:0009113	myoepithelial cell	myoepithelial cells
ZFA:0001089	myoseptum	myosepta
ZFA:0001089	myoseptum	myocommata
ZFA:0001056	myotome	myomeres
ZFA:0009334	naive B cell	naive B lymphocyte
ZFA:0009334	naive B cell	naive B-lymphocyte
ZFA:0009334	naive B cell	naive B-cell
ZFA:0005326	NaK ionocyte	NaK-MRC
ZFA:0005326	NaK ionocyte	NaR cell
ZFA:0000550	naris	nares
ZFA:0000550	naris	nostril
ZFA:0005085	nasal artery	NA
ZFA:0000365	nasal bone	nasal bones
ZFA:0005053	nasal ciliary artery	NCA
ZFA:0005093	nasal vein	NV
ZFA:0009278	natural killer cell	null cell
ZFA:0009278	natural killer cell	NK cell
ZFA:0009278	natural killer cell	large granular lymphocyte
ZFA:0005579	NCC ionocyte	NCC cell
ZFA:0009187	nephrogenic mesenchyme stem cell	nephrogenic mesenchyme stem cells
ZFA:0007009	nerve	nerves
ZFA:0001066	neural arch	dorsal arcocentrum
ZFA:0001363	neural complex	Weberian supraneural
ZFA:0009165	neural crest cell	neural crest cells
ZFA:0000811	neural crest diencephalon	diencephalic neural crest
ZFA:0007063	neural crest hindbrain	rhombencephalic neural crest
ZFA:0000935	neural crest midbrain	mesencephalic neural crest
ZFA:0000131	neural keel	presumptive central nervous system
ZFA:0000132	neural plate	presumptive central nervous system
ZFA:0000681	neural postzygapophysis	neural postzygopophysis
ZFA:0000681	neural postzygapophysis	neural postzygapophyses
ZFA:0001325	neural prezygapophysis	neural prezygopophyses
ZFA:0001325	neural prezygapophysis	neural prezygapophyses
ZFA:0000133	neural rod	presumptive central nervous system
ZFA:0001336	neural spine	neural spines
ZFA:0001135	neural tube	presumptive central nervous system
ZFA:0009080	neurectodermal cell	neurectoderm cell
ZFA:0009384	neurecto-epithelial cell	neuroepithelial cell
ZFA:0009011	neuroblast	neuroblasts
ZFA:0001321	neurocranial trabecula	neurocranial trabeculae
ZFA:0001321	neurocranial trabecula	trabecular cartilage
ZFA:0001321	neurocranial trabecula	trabecula
ZFA:0001580	neurocranium	braincase
ZFA:0001120	neuroectoderm	neurectoderm
ZFA:0001120	neuroectoderm	neural ectoderm
ZFA:0009098	neuroendocrine cell	neurosecretory cell
ZFA:0009306	neuroepithelial cell	neuroepithelial cells
ZFA:0007059	neurogenic field	neurogenic fields
ZFA:0001309	neurogenic placode	neurogenic placodes
ZFA:0009299	neuroglioform cell	spiderweb cell
ZFA:0001271	neurohypophysis	posterior pituitary
ZFA:0000243	neuromast	lateral line neuromast
ZFA:0000243	neuromast	neuromasts
ZFA:0000243	neuromast	lateral line organ
ZFA:0009367	neuromast hair cell	neuromast hair cells
ZFA:0009362	neuromast mantle cell	neuromast mantle cells
ZFA:0009363	neuromast support cell	neuromast support cells
ZFA:0001328	neuromere	neuromeres
ZFA:0001328	neuromere	neural segment
ZFA:0009019	neuronal stem cell	neuronal stem cells
ZFA:0009012	neuroplacodal cell	neuroplacodal cells
ZFA:0009186	neurosecretory neuron	neurosecretory neurons
ZFA:0009327	neutrophil	polynuclear neutrophilic leucocyte
ZFA:0009327	neutrophil	polynuclear neutrophilic leukocyte
ZFA:0009327	neutrophil	polymorphonuclear leukocyte
ZFA:0009327	neutrophil	PMN
ZFA:0009327	neutrophil	neutrophilic leucocyte
ZFA:0009327	neutrophil	neutrophil leukocyte
ZFA:0009327	neutrophil	neutrophil leucocyte
ZFA:0009327	neutrophil	neutrocyte
ZFA:0009327	neutrophil	polymorphonuclear neutrophil
ZFA:0009327	neutrophil	polymorphonuclear leucocyte
ZFA:0009327	neutrophil	neutrophilic leukocyte
ZFA:0009268	neutrophilic metamyelocyte	juvenile neutrophil
ZFA:0009018	neutrophilic myeloblast	neutrophilic granuloblast
ZFA:0009266	neutrophilic myelocyte	neutrophilic myelocytes
ZFA:0009257	neutrophilic promyelocyte	neutrophilic progranulocyte
ZFA:0009257	neutrophilic promyelocyte	promyelocyte
ZFA:0009257	neutrophilic promyelocyte	neutrophilic premyelocyte
ZFA:0009352	neutrophil progenitor cell	neutrophil stem cell
ZFA:0005043	nevus	naevus
ZFA:0005043	nevus	f-nevi
ZFA:0009240	nitrergic neuron	nitrergic neurons
ZFA:0001126	noninvoluting endocytic marginal cell cluster	NEM
ZFA:0001126	noninvoluting endocytic marginal cell cluster	noninvoluting endocytic marginal cells
ZFA:0001178	non neural ectoderm	ventral ectoderm
ZFA:0009172	non-visual cell (sensu Vertebrata)	non-visual cells (sensu Vertebrata)
ZFA:0001582	non-Weberian precaudal vertebra	non-Weberian precaudal vertebrae
ZFA:0009214	norepinephrine secreting cell	norepinephrin secreting cells
ZFA:0009214	norepinephrine secreting cell	noradrenergic cell
ZFA:0000135	notochord	notocord
ZFA:0005746	notochord inner cell	chordocytes
ZFA:0005744	notochord outer sheath cell	notochord sheath cell
ZFA:0009256	nucleate erythrocyte	red blood cell
ZFA:0009256	nucleate erythrocyte	RBC
ZFA:0000244	nucleus Edinger-Westphal	Edinger-Westphal nucleus
ZFA:0005850	nucleus of the caudal commissure	nuc PC
ZFA:0005850	nucleus of the caudal commissure	nucleus of the tract of the posterior commissure
ZFA:0005850	nucleus of the caudal commissure	nucleus of posterior commissure
ZFA:0005850	nucleus of the caudal commissure	nTPC
ZFA:0000245	nucleus of the descending root	sensory nucleus of the descending trigeminal root
ZFA:0001339	nucleus of the tract of the anterior commissure	ntAC
ZFA:0001340	nucleus of the tract of the postoptic commissure	ntPOC
ZFA:0000552	nucleus ruber	red nucleus
ZFA:0001504	occipital arch cartilage	occipital arch cartilages
ZFA:0000400	occipital lateral line	supratemporal lateral line
ZFA:0001025	occipital lateral line neuromast	neuromasts occipital
ZFA:0001025	occipital lateral line neuromast	neuromast occipital
ZFA:0001414	occipital region	basicranial region
ZFA:0001697	octaval nerve motor nucleus	OLe
ZFA:0001697	octaval nerve motor nucleus	cranial nerve VIII motor nucleus
ZFA:0001697	octaval nerve motor nucleus	octaval nerve motor nuclei
ZFA:0000401	octaval nerve sensory nucleus	octaval nerve sensory nuclei
ZFA:0000401	octaval nerve sensory nucleus	cranial nerve VIII sensory nucleus
ZFA:0007057	ocular blood vessel	ocular vasculature
ZFA:0007057	ocular blood vessel	optic vasculature
ZFA:0007057	ocular blood vessel	eye vasculature
ZFA:0000553	oculomotor nucleus	motor nucleus III
ZFA:0000553	oculomotor nucleus	nIII
ZFA:0009029	odontoblast	odontoblasts
ZFA:0009270	odontoclast	odontoclasts
ZFA:0009086	odontocyte	odontocytes
ZFA:0009320	OFF-bipolar cell	OFF-bipolar cells
ZFA:0000402	olfactory bulb	bulbus olfactorius
ZFA:0000402	olfactory bulb	olfactory lobe
ZFA:0005668	olfactory bulb protoglomerulus	glomerular precursors
ZFA:0009364	olfactory epithelial support cell	olfactory sustentacular cell
ZFA:0000554	olfactory epithelium	nasal epithelium
ZFA:0000554	olfactory epithelium	nasal sensory epithelium
ZFA:0007062	olfactory field	olfactory fields
ZFA:0000130	olfactory pit	nasal cavity
ZFA:0000130	olfactory pit	nasal pit
ZFA:0000130	olfactory pit	olfactory cavity
ZFA:0000130	olfactory pit	nasal canal
ZFA:0000048	olfactory placode	olfactory placodes
ZFA:0009125	olfactory receptor cell	olfactory sensory neuron
ZFA:0009125	olfactory receptor cell	olfactory receptor neuron
ZFA:0009125	olfactory receptor cell	Schultze's cell
ZFA:0000351	olfactory region	ethmoid region
ZFA:0001428	olfactory rosette	olfactory rosettes
ZFA:0000688	olfactory support cell	support cells
ZFA:0009076	oligodendrocyte	oligodendroglia
ZFA:0009319	ON-bipolar cell	ON-bipolar cells
ZFA:0001109	oocyte	egg
ZFA:0001567	oocyte stage I	oocytes stage I
ZFA:0001567	oocyte stage I	primary oocyte
ZFA:0001567	oocyte stage I	previtellogenic oocyte
ZFA:0001567	oocyte stage I	Stage 1 oocyte
ZFA:0001565	oocyte stage II	oocytes stage II
ZFA:0001565	oocyte stage II	cortical-alveolar oocyte
ZFA:0001565	oocyte stage II	previtellogenic oocyte
ZFA:0001565	oocyte stage II	Stage 2 oocyte
ZFA:0001566	oocyte stage III	postvitellogenic oocyte
ZFA:0001566	oocyte stage III	oocytes stage III
ZFA:0001566	oocyte stage III	vitellogenic oocytes
ZFA:0001566	oocyte stage III	Stage 3 oocyte
ZFA:0001568	oocyte stage IV	postvitellogenic oocyte
ZFA:0001568	oocyte stage IV	oocytes stage IV
ZFA:0001568	oocyte stage IV	Stage 4 oocyte
ZFA:0001568	oocyte stage IV	mature oocytes
ZFA:0001569	oocyte stage V	mature egg
ZFA:0001569	oocyte stage V	unactivated egg
ZFA:0000250	opercle	opercles
ZFA:0005022	opercular artery	ORA
ZFA:0005022	opercular artery	external carotid artery
ZFA:0000555	opercular flap	gill cover
ZFA:0000555	opercular flap	opercular cover
ZFA:0000555	opercular flap	operculum
ZFA:0000555	opercular flap	opercular apparatus
ZFA:0000555	opercular flap	gill slit
ZFA:0000424	opercular lateral line	opercular lateral lines
ZFA:0000814	opercular lateral line neuromast	neuromasts opercular
ZFA:0000814	opercular lateral line neuromast	neuromast opercular
ZFA:0005044	optic artery	optic arteries
ZFA:0000556	optic chiasm	optic commissure
ZFA:0000556	optic chiasm	chiasma opticum
ZFA:0005229	optic choroid	choroid
ZFA:0005094	optic choroid vascular plexus	choroid vasculature
ZFA:0005094	optic choroid vascular plexus	CVP
ZFA:0001202	optic cup	eye cup
ZFA:0001619	optic fiber layer	optic fiber layers
ZFA:0001619	optic fiber layer	nerve fiber layer
ZFA:0001284	optic fissure	choroid fissure
ZFA:0001284	optic fissure	optic fissures
ZFA:0005428	optic foramen	optic nerve (II) foramen
ZFA:0005491	optic furrow	optic fissure
ZFA:0001625	optic nerve head	optic nerve heads
ZFA:0000570	optic primordium	eye field
ZFA:0000049	optic recess	optic recesses
ZFA:0000137	optic stalk	optic stalks
ZFA:0000445	optic tectum	tectum
ZFA:0000445	optic tectum	dorsal midbrain
ZFA:0000445	optic tectum	mesencephalic tectum
ZFA:0000445	optic tectum	tectal lobe
ZFA:0000445	optic tectum	tectum opticum
ZFA:0000252	optic tract	tractus opticus
ZFA:0000252	optic tract	optic tracts
ZFA:0005032	optic vein	OV
ZFA:0000050	optic vesicle	optic vesicles
ZFA:0001027	oral cavity	buccal cavity
ZFA:0001027	oral cavity	buccal chamber
ZFA:0000253	orbitosphenoid	orbitosphenoids
ZFA:0001308	organism subdivision	body part
ZFA:0001125	organizer inducing center	Nieuwkoop center
ZFA:0009031	osteoblast	osteoblasts
ZFA:0009047	osteoclast	chondroclast
ZFA:0009083	osteocyte	osteocytes
ZFA:0009184	osteoprogenitor cell	osteoprogenitor cells
ZFA:0000464	otic lateral line	otic lateral lines
ZFA:0000136	otic lateral line neuromast	neuromast otic
ZFA:0000136	otic lateral line neuromast	neuromasts otic
ZFA:0000189	otic region	cranial vault
ZFA:0000051	otic vesicle	otic capsule
ZFA:0000051	otic vesicle	otocyst
ZFA:0000051	otic vesicle	ov
ZFA:0000469	otic vesicle anterior protrusion	anterior semicircular canal primordium
ZFA:0000469	otic vesicle anterior protrusion	anterior semicircular canal primordia
ZFA:0000232	otic vesicle lateral protrusion	lateral semicircular canal primordium
ZFA:0000232	otic vesicle lateral protrusion	lateral semicircular canal primordia
ZFA:0000412	otic vesicle posterior protrusion	posterior semicircular canal primordia
ZFA:0000412	otic vesicle posterior protrusion	posterior semicircular canal primordium
ZFA:0001617	otolith	statolith
ZFA:0001617	otolith	immature otolith
ZFA:0001617	otolith	immature otoliths
ZFA:0005838	otolithic lymph vessel	otolithic lymphatic vessel
ZFA:0000559	otolith organ	otolith organs
ZFA:0005137	outer dental epithelium	ode
ZFA:0001331	outer limiting membrane	outer limiting membranes
ZFA:0001331	outer limiting membrane	external limiting membrane
ZFA:0001110	ovarian follicle	egg follicle
ZFA:0001263	ovarian follicle stage I	previtellogenic ovarian follicle
ZFA:0001263	ovarian follicle stage I	ovarian follicle stage 1
ZFA:0001265	ovarian follicle stage II	ovarian follicles stage II
ZFA:0001265	ovarian follicle stage II	ovarian follicle stage 2
ZFA:0001266	ovarian follicle stage III	ovarian follicle stage 3
ZFA:0001266	ovarian follicle stage III	ovarian follicles stage III
ZFA:0001264	ovarian follicle stage IV	ovarian follicle stage 4
ZFA:0001264	ovarian follicle stage IV	mature ovarian follicle
ZFA:0000403	ovary	ovaries
ZFA:0000560	oviduct	oviducts
ZFA:0009164	oxygen accumulating cell	oxygen accumulating cells
ZFA:0009119	pain receptor cell	nocireceptor
ZFA:0009119	pain receptor cell	nociceptor
ZFA:0001543	paired fin cartilage	paired fin cartilages
ZFA:0000027	paired fin skeleton	appendicular skeleton
ZFA:0005050	palatocerebral artery	PLA
ZFA:0005056	palatocerebral vein	PLV
ZFA:0001272	palatoquadrate arch	dorsal mandibular arch
ZFA:0001272	palatoquadrate arch	upper jaw
ZFA:0001272	palatoquadrate arch	upper pharyngeal jaw
ZFA:0001272	palatoquadrate arch	dorsal visceral arch 1
ZFA:0001399	palatoquadrate cartilage	dorsal mandibular cartilage
ZFA:0001399	palatoquadrate cartilage	pterygoquadrate
ZFA:0001399	palatoquadrate cartilage	quadrate cartilage
ZFA:0000254	pancreas primordium	pancreatic anlage
ZFA:0009104	pancreatic A cell	alpha cell
ZFA:0005741	pancreatic acinar gland	exocrine glands pancreas
ZFA:0005741	pancreatic acinar gland	pancreatic acini
ZFA:0009102	pancreatic B cell	beta cell
ZFA:0001390	pancreatic bud	pancreatic buds
ZFA:0005740	pancreatic centroacinar cell	CAC
ZFA:0005743	pancreatic D cell	pancreatic delta cell
ZFA:0005743	pancreatic D cell	D-cell of pancreatic islet
ZFA:0005743	pancreatic D cell	somatostatin-secreting pancreatic cell
ZFA:0005743	pancreatic D cell	delta cell of islet
ZFA:0005598	pancreatic epsilon cell	pancreatic E cell
ZFA:0005753	pancreatic lobule	exocrine lobule
ZFA:0005742	pancreatic PP cell	pancreatic F cells
ZFA:0005742	pancreatic PP cell	PP-cell of pancreatic islet
ZFA:0005742	pancreatic PP cell	PP cell of pancreatic islet
ZFA:0005742	pancreatic PP cell	pancreatic polypeptide-secreting cell
ZFA:0001423	parachordal cartilage	parachordal cartilages
ZFA:0005034	parachordal vessel	PAV
ZFA:0009233	paracrine cell	paracrine cells
ZFA:0009260	parafollicular cell	C cell
ZFA:0001713	parallel fiber	parallel fibers
ZFA:0001362	parapophysis	parapophyses
ZFA:0001362	parapophysis	lateral process of basiventral
ZFA:0001362	parapophysis	transverse process
ZFA:0001392	parapophysis 1	lateral process 1
ZFA:0001392	parapophysis 1	basipophysis 1
ZFA:0001393	parapophysis 2	basipophysis
ZFA:0001393	parapophysis 2	lateral process 2
ZFA:0009207	parathyroid hormone secreting cell	chief cell
ZFA:0000475	paraventricular organ	PVO
ZFA:0000255	paraxial mesoderm	paraxial mesenchyme
ZFA:0000438	parhypural	parhyural
ZFA:0000438	parhypural	phy
ZFA:0000486	parietal bone	post parietal
ZFA:0001195	pars anterior	pars distalis
ZFA:0000256	pars subcommissuralis of ventral telencephalon	pars subcommissuralis of V
ZFA:0000406	parvocellular superficial pretectal nucleus	parvocellular superficial pretectal nuclei
ZFA:0005809	pectinate muscle	pectinate muscles
ZFA:0005086	pectoral artery	subclavian artery
ZFA:0005086	pectoral artery	PA
ZFA:0001161	pectoral fin	forefin
ZFA:0001161	pectoral fin	pectoral fins
ZFA:0000141	pectoral fin bud	pectoral fin buds
ZFA:0000257	pectoral fin cartilage	pectoral fin cartilages
ZFA:0001588	pectoral fin distal radial	pectoral fin distal radials
ZFA:0001456	pectoral fin endoskeletal disc	fin plate cartilage
ZFA:0001453	pectoral fin field	pectoral fin fields
ZFA:0005317	pectoral fin fold	pectoral fin membrane
ZFA:0001551	pectoral fin lepidotrichium	pectoral fin ray
ZFA:0001551	pectoral fin lepidotrichium	pectoral fin lepidotrichia
ZFA:0000563	pectoral fin musculature	pectoral fin muscle
ZFA:0005766	pectoral fin plate fat	pectoral fin plate deposit
ZFA:0001586	pectoral fin radial	pectoral fin radials
ZFA:0000407	pectoral girdle	pectoral girdles
ZFA:0005107	pectoral lymphatic vessel	PL
ZFA:0005863	pectoral protractor	protractor pectoralis
ZFA:0005087	pectoral vein	PV
ZFA:0000564	pelvic abductor profundus	pelvic abductors profundus
ZFA:0000564	pelvic abductor profundus	abductor profundus pelvicus
ZFA:0000497	pelvic adductor profundus	pelvic adductors profundus
ZFA:0000497	pelvic adductor profundus	adductor profundus pelvicus
ZFA:0001184	pelvic fin	pelvic fins
ZFA:0001384	pelvic fin bud	pelvic fin buds
ZFA:0001459	pelvic fin cartilage	pelvic fin cartilages
ZFA:0001454	pelvic fin field	pelvic fin fields
ZFA:0001552	pelvic fin lepidotrichium	pelvic fin ray
ZFA:0001552	pelvic fin lepidotrichium	pelvic fin lepidotrichia
ZFA:0000565	pelvic girdle	pelvic girdles
ZFA:0000508	pelvic radial	pelvic radials
ZFA:0001417	pelvic radial 1	pelvic radials 1
ZFA:0001542	pelvic radial 1 cartilage	pelvic radials 1 cartilages
ZFA:0001415	pelvic radial 2	pelvic radials 2
ZFA:0001541	pelvic radial 2 cartilage	pelvic radials 2 cartilages
ZFA:0001416	pelvic radial 3	pelvic radials 3
ZFA:0001540	pelvic radial 3 cartilage	pelvic radials 3 cartilages
ZFA:0001538	pelvic radial cartilage	pelvic radial cartilages
ZFA:0009100	peptide hormone secreting cell	peptide hormone secreting cells
ZFA:0009062	peptidergic neuron	peptidergic neurons
ZFA:0009312	periarticular chondrocyte	periarticular chondrocytes
ZFA:0001655	pericardial cavity	thoracic cavity
ZFA:0005765	pericardial fat	pericardial fat deposit
ZFA:0000054	pericardium	pericardial sac
ZFA:0001630	perichondral bone	perichondral bones
ZFA:0001634	perichondrium	cartilage connective tissue
ZFA:0001629	perichordal bone	perichordal bones
ZFA:0009112	pericyte	perivascular cells
ZFA:0009112	pericyte	pericytes
ZFA:0001185	periderm	EVL
ZFA:0009041	peridermal cell	peridermal cells
ZFA:0009296	perijunctional fibroblast	perijunctional fibroblasts
ZFA:0009237	perineuronal satellite cell	perineural satellite cell
ZFA:0005075	peripheral cardiac conduction system	ventricular fast conduction system
ZFA:0005075	peripheral cardiac conduction system	distal conduction system
ZFA:0000142	peripheral nervous system	pns
ZFA:0009063	peripheral neuron	peripheral neurons
ZFA:0000047	peripheral olfactory organ	nasal sac
ZFA:0000047	peripheral olfactory organ	nose
ZFA:0009267	peritoneal macrophage	peritoneal macrophages
ZFA:0000516	periventricular grey zone	PGZ
ZFA:0000516	periventricular grey zone	strata periventriculare
ZFA:0000516	periventricular grey zone	periventricular grey zones
ZFA:0000516	periventricular grey zone	SVP
ZFA:0000516	periventricular grey zone	periventricular layer
ZFA:0000516	periventricular grey zone	stratum griseum periventricular
ZFA:0000516	periventricular grey zone	stratum periventriculare
ZFA:0000516	periventricular grey zone	periventricular gray zone
ZFA:0000260	periventricular nucleus	ventral zone of periventricular hypothalamus
ZFA:0000260	periventricular nucleus	periventricular nuclei
ZFA:0000408	periventricular nucleus of caudal tuberculum	periventricular nucleus of posterior tuberculum
ZFA:0009140	phagocyte	phagocytes
ZFA:0001306	pharyngeal arch	pharyngeal arches
